user	date	lon	lat
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:36:37.518000+00:00	-9.927026722	53.549343083
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:36:59.100000+00:00	-9.927020056	53.549465167
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:37:12.480000+00:00	-9.927004806	53.549568167
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:37:23.694000+00:00	-9.926995278	53.549640639
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:37:35.790000+00:00	-9.926981917	53.54972075
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:37:54.426000+00:00	-9.92698	53.549793222
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:38:13.387000+00:00	-9.926917056	53.549793222
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:38:20.345000+00:00	-9.926877972	53.549812306
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:38:23.555000+00:00	-9.926862694	53.54982375
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:38:33.657000+00:00	-9.926785444	53.549812306
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:38:45.715000+00:00	-9.926699611	53.549812306
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:38:54.501000+00:00	-9.92663	53.549854278
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:39:07.607000+00:00	-9.926518417	53.549873333
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:41:28.097000+00:00	-9.938249583	53.5507965
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:42:19.045000+00:00	-9.938077917	53.550533278
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:57:38.535000+00:00	-9.921801556	53.549121833
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:58:29.036000+00:00	-9.921689972	53.549079889
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:28:00.311000+00:00	-9.914576528	53.54829025
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:43:32.664000+00:00	-9.937652583	53.550189944
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:43:37.651000+00:00	-9.937642083	53.55016325
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:43:47.586000+00:00	-9.937638278	53.550086972
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:43:58.870000+00:00	-9.937627778	53.550033556
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:44:20.411000+00:00	-9.937627778	53.550006861
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T16:22:43.673000+00:00	-9.915038083	53.545261361
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:10:23.128000+00:00	-9.920100194	53.549217222
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:11:11.821000+00:00	-9.920024861	53.549343083
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:04:04.252000+00:00	-9.920766806	53.549045556
