id	user	user_id	date	date_kind	lon	lat	pos_accuracy	geoprivacy	quality_grade	photo_url
8463667	firdanidanangprakoso	659330	2017-10-19	observed_on	105.6476669	21.4574299		open	needs_id	https://static.inaturalist.org/photos/11282189/square.jpeg
8541591	taewoo	433429	2013-11-04	observed_on	105.6233581	21.4293606	204	open	research	https://static.inaturalist.org/photos/11410856/square.jpeg
8598570	taewoo	433429	2013-11-05	observed_on	105.6233581	21.4293606	204	open	needs_id	https://static.inaturalist.org/photos/11495864/square.jpg
8598571	taewoo	433429	2013-11-05	observed_on	105.6233581	21.4293606	204	open	research	https://static.inaturalist.org/photos/11495865/square.jpeg
8664347	hong2	693273	2017-11-01	observed_on	105.8003650	21.0353560	205	open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/11605290/square.jpg
8664565	pangotango	377341	2017-10-31	observed_on	105.4202938	20.6820168	7259	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/11605681/square.jpg
8685139	taewoo	433429	2013-11-05	observed_on	105.6233581	21.4293606	204	open	research	https://static.inaturalist.org/photos/11639025/square.jpeg
8685140	taewoo	433429	2013-11-05	observed_on	105.6233581	21.4293606	204	open	research	https://static.inaturalist.org/photos/11639027/square.jpeg
8685141	taewoo	433429	2013-11-06	observed_on	105.6233525	21.4293611	31	open	research	https://static.inaturalist.org/photos/11639032/square.jpeg
8703227	build7	679991	2017-11-06	observed_on	105.5768967	20.9106950	65	open	research	https://static.inaturalist.org/photos/11673508/square.jpg
8705781	build7	679991	2017-11-06	observed_on	105.5729367	20.9134617	10	open	needs_id	https://static.inaturalist.org/photos/11673567/square.jpg
8705862	build7	679991	2017-11-06	observed_on	105.5715717	20.9129717	5	open	research	https://static.inaturalist.org/photos/11673630/square.jpg
8705865	build7	679991	2017-11-06	observed_on	105.5733500	20.9134117	5	open	research	https://static.inaturalist.org/photos/11710864/square.jpg
8778532	taewoo	433429	2013-10-31	observed_on	105.8012335	21.0477747	53	open	needs_id	https://static.inaturalist.org/photos/11782450/square.jpeg
8815518	taewoo	433429	2013-11-04	observed_on	105.8012335	21.0477747	162	open	research	https://static.inaturalist.org/photos/11841818/square.jpeg
8815519	taewoo	433429	2013-10-31	observed_on	105.8012335	21.0477747	162	open	research	https://static.inaturalist.org/photos/11841819/square.jpeg
